freeze_id,plan_sha256,source_cohort_sha256,analysis_script_sha256,generated_at,model_id,sensitivity,predictor_set,label_definition,training_population,validation_year,population,notes,n,events,non_events,event_rate,metric,estimate,ci_lower,ci_upper,bootstrap_requested,bootstrap_valid,random_seed
REV1-20260827-c550d47d361b,e17faa968e38c7fc622349840d4b5f9f8cdbaafdefb4ec8af883a59d9b245b4b,c550d47d361b1fb3574d89de9ef6f0c1d53bd05125f7cbf85ca0c2b6a8c5e808,c4e299991ac26335258c6b0e19c85674b45cdae6e2ff1eaa1b6f0d283bf44b2c,2026-08-31T16:40:40+09:00,A,country_blind,reduced_without_geography,cumulative citations,2018-2021,2022,P_valid_2022,n_countries and is_international removed; has_korea/has_usa were already expanded-only,2074,211,1863,0.1017357762777242,pr_auc,0.31541052832535577,0.2659961582542043,0.38359306072961347,1000,1000,42
REV1-20260827-c550d47d361b,e17faa968e38c7fc622349840d4b5f9f8cdbaafdefb4ec8af883a59d9b245b4b,c550d47d361b1fb3574d89de9ef6f0c1d53bd05125f7cbf85ca0c2b6a8c5e808,c4e299991ac26335258c6b0e19c85674b45cdae6e2ff1eaa1b6f0d283bf44b2c,2026-08-31T16:40:40+09:00,A,country_blind,reduced_without_geography,cumulative citations,2018-2021,2022,P_valid_2022,n_countries and is_international removed; has_korea/has_usa were already expanded-only,2074,211,1863,0.1017357762777242,brier_score,0.08041372243193805,0.07202956432801454,0.08902740375280191,1000,1000,42
REV1-20260827-c550d47d361b,e17faa968e38c7fc622349840d4b5f9f8cdbaafdefb4ec8af883a59d9b245b4b,c550d47d361b1fb3574d89de9ef6f0c1d53bd05125f7cbf85ca0c2b6a8c5e808,c4e299991ac26335258c6b0e19c85674b45cdae6e2ff1eaa1b6f0d283bf44b2c,2026-08-31T16:40:40+09:00,A,country_blind,reduced_without_geography,cumulative citations,2018-2021,2022,P_valid_2022,n_countries and is_international removed; has_korea/has_usa were already expanded-only,2074,211,1863,0.1017357762777242,calibration_slope,1.1902885033421897,1.017048154827678,1.3729869657368388,1000,1000,42
REV1-20260827-c550d47d361b,e17faa968e38c7fc622349840d4b5f9f8cdbaafdefb4ec8af883a59d9b245b4b,c550d47d361b1fb3574d89de9ef6f0c1d53bd05125f7cbf85ca0c2b6a8c5e808,c4e299991ac26335258c6b0e19c85674b45cdae6e2ff1eaa1b6f0d283bf44b2c,2026-08-31T16:40:40+09:00,A,country_blind,reduced_without_geography,cumulative citations,2018-2021,2022,P_valid_2022,n_countries and is_international removed; has_korea/has_usa were already expanded-only,2074,211,1863,0.1017357762777242,calibration_in_the_large,-0.01800819802877863,-0.16521879094360264,0.12369024411502218,1000,1000,42
REV1-20260827-c550d47d361b,e17faa968e38c7fc622349840d4b5f9f8cdbaafdefb4ec8af883a59d9b245b4b,c550d47d361b1fb3574d89de9ef6f0c1d53bd05125f7cbf85ca0c2b6a8c5e808,c4e299991ac26335258c6b0e19c85674b45cdae6e2ff1eaa1b6f0d283bf44b2c,2026-08-31T16:40:40+09:00,A,country_blind,reduced_without_geography,cumulative citations,2018-2021,2023,P_valid_2023,n_countries and is_international removed; has_korea/has_usa were already expanded-only,2300,238,2062,0.10347826086956521,roc_auc,0.8151433706363242,0.7892853413300996,0.842122096703741,1000,1000,42
REV1-20260827-c550d47d361b,e17faa968e38c7fc622349840d4b5f9f8cdbaafdefb4ec8af883a59d9b245b4b,c550d47d361b1fb3574d89de9ef6f0c1d53bd05125f7cbf85ca0c2b6a8c5e808,c4e299991ac26335258c6b0e19c85674b45cdae6e2ff1eaa1b6f0d283bf44b2c,2026-08-31T16:40:40+09:00,A,country_blind,reduced_without_geography,cumulative citations,2018-2021,2023,P_valid_2023,n_countries and is_international removed; has_korea/has_usa were already expanded-only,2300,238,2062,0.10347826086956521,pr_auc,0.38089814479449163,0.32279834414088604,0.45107913370401914,1000,1000,42
REV1-20260827-c550d47d361b,e17faa968e38c7fc622349840d4b5f9f8cdbaafdefb4ec8af883a59d9b245b4b,c550d47d361b1fb3574d89de9ef6f0c1d53bd05125f7cbf85ca0c2b6a8c5e808,c4e299991ac26335258c6b0e19c85674b45cdae6e2ff1eaa1b6f0d283bf44b2c,2026-08-31T16:40:40+09:00,A,country_blind,reduced_without_geography,cumulative citations,2018-2021,2023,P_valid_2023,n_countries and is_international removed; has_korea/has_usa were already expanded-only,2300,238,2062,0.10347826086956521,brier_score,0.07825342149352137,0.07020345762237364,0.08661270732233808,1000,1000,42
REV1-20260827-c550d47d361b,e17faa968e38c7fc622349840d4b5f9f8cdbaafdefb4ec8af883a59d9b245b4b,c550d47d361b1fb3574d89de9ef6f0c1d53bd05125f7cbf85ca0c2b6a8c5e808,c4e299991ac26335258c6b0e19c85674b45cdae6e2ff1eaa1b6f0d283bf44b2c,2026-08-31T16:40:40+09:00,A,country_blind,reduced_without_geography,cumulative citations,2018-2021,2023,P_valid_2023,n_countries and is_international removed; has_korea/has_usa were already expanded-only,2300,238,2062,0.10347826086956521,calibration_slope,1.3879256347864568,1.2260872860857988,1.5842251923438475,1000,1000,42
REV1-20260827-c550d47d361b,e17faa968e38c7fc622349840d4b5f9f8cdbaafdefb4ec8af883a59d9b245b4b,c550d47d361b1fb3574d89de9ef6f0c1d53bd05125f7cbf85ca0c2b6a8c5e808,c4e299991ac26335258c6b0e19c85674b45cdae6e2ff1eaa1b6f0d283bf44b2c,2026-08-31T16:40:40+09:00,A,country_blind,reduced_without_geography,cumulative citations,2018-2021,2023,P_valid_2023,n_countries and is_international removed; has_korea/has_usa were already expanded-only,2300,238,2062,0.10347826086956521,calibration_in_the_large,-0.03113706822666187,-0.17598227239345512,0.09996675260987103,1000,1000,42
REV1-20260827-c550d47d361b,e17faa968e38c7fc622349840d4b5f9f8cdbaafdefb4ec8af883a59d9b245b4b,c550d47d361b1fb3574d89de9ef6f0c1d53bd05125f7cbf85ca0c2b6a8c5e808,c4e299991ac26335258c6b0e19c85674b45cdae6e2ff1eaa1b6f0d283bf44b2c,2026-08-31T16:40:40+09:00,A,fixed_3_year_window,reduced,citations within 3 years of publication (c2_early),2018-2021,2022,P_valid_2022,outcome relabelled on a fixed window; same average-rank tie convention,2074,222,1852,0.10703953712632594,roc_auc,0.7638929426186446,0.7323804371306968,0.7946250847268195,1000,1000,42
REV1-20260827-c550d47d361b,e17faa968e38c7fc622349840d4b5f9f8cdbaafdefb4ec8af883a59d9b245b4b,c550d47d361b1fb3574d89de9ef6f0c1d53bd05125f7cbf85ca0c2b6a8c5e808,c4e299991ac26335258c6b0e19c85674b45cdae6e2ff1eaa1b6f0d283bf44b2c,2026-08-31T16:40:40+09:00,A,fixed_3_year_window,reduced,citations within 3 years of publication (c2_early),2018-2021,2022,P_valid_2022,outcome relabelled on a fixed window; same average-rank tie convention,2074,222,1852,0.10703953712632594,pr_auc,0.2976240451246264,0.24519681488455838,0.35876613029584814,1000,1000,42
REV1-20260827-c550d47d361b,e17faa968e38c7fc622349840d4b5f9f8cdbaafdefb4ec8af883a59d9b245b4b,c550d47d361b1fb3574d89de9ef6f0c1d53bd05125f7cbf85ca0c2b6a8c5e808,c4e299991ac26335258c6b0e19c85674b45cdae6e2ff1eaa1b6f0d283bf44b2c,2026-08-31T16:40:40+09:00,A,fixed_3_year_window,reduced,citations within 3 years of publication (c2_early),2018-2021,2022,P_valid_2022,outcome relabelled on a fixed window; same average-rank tie convention,2074,222,1852,0.10703953712632594,brier_score,0.08592861138537859,0.07683281749285172,0.0956876594719149,1000,1000,42
REV1-20260827-c550d47d361b,e17faa968e38c7fc622349840d4b5f9f8cdbaafdefb4ec8af883a59d9b245b4b,c550d47d361b1fb3574d89de9ef6f0c1d53bd05125f7cbf85ca0c2b6a8c5e808,c4e299991ac26335258c6b0e19c85674b45cdae6e2ff1eaa1b6f0d283bf44b2c,2026-08-31T16:40:40+09:00,A,fixed_3_year_window,reduced,citations within 3 years of publication (c2_early),2018-2021,2022,P_valid_2022,outcome relabelled on a fixed window; same average-rank tie convention,2074,222,1852,0.10703953712632594,calibration_slope,1.1416703583007608,0.9743792127781541,1.3272414798536607,1000,1000,42
REV1-20260827-c550d47d361b,e17faa968e38c7fc622349840d4b5f9f8cdbaafdefb4ec8af883a59d9b245b4b,c550d47d361b1fb3574d89de9ef6f0c1d53bd05125f7cbf85ca0c2b6a8c5e808,c4e299991ac26335258c6b0e19c85674b45cdae6e2ff1eaa1b6f0d283bf44b2c,2026-08-31T16:40:40+09:00,A,fixed_3_year_window,reduced,citations within 3 years of publication (c2_early),2018-2021,2022,P_valid_2022,outcome relabelled on a fixed window; same average-rank tie convention,2074,222,1852,0.10703953712632594,calibration_in_the_large,-0.02903632943680141,-0.18514962613178787,0.11622767113737,1000,1000,42
REV1-20260827-c550d47d361b,e17faa968e38c7fc622349840d4b5f9f8cdbaafdefb4ec8af883a59d9b245b4b,c550d47d361b1fb3574d89de9ef6f0c1d53bd05125f7cbf85ca0c2b6a8c5e808,c4e299991ac26335258c6b0e19c85674b45cdae6e2ff1eaa1b6f0d283bf44b2c,2026-08-31T16:40:40+09:00,A,fixed_3_year_window,reduced,citations within 3 years of publication (c2_early),2018-2021,2023,P_valid_2023,outcome relabelled on a fixed window; same average-rank tie convention,2300,226,2074,0.09826086956521739,roc_auc,0.7911180140125106,0.759024610607231,0.8251941600909931,1000,1000,42
REV1-20260827-c550d47d361b,e17faa968e38c7fc622349840d4b5f9f8cdbaafdefb4ec8af883a59d9b245b4b,c550d47d361b1fb3574d89de9ef6f0c1d53bd05125f7cbf85ca0c2b6a8c5e808,c4e299991ac26335258c6b0e19c85674b45cdae6e2ff1eaa1b6f0d283bf44b2c,2026-08-31T16:40:40+09:00,A,fixed_3_year_window,reduced,citations within 3 years of publication (c2_early),2018-2021,2023,P_valid_2023,outcome relabelled on a fixed window; same average-rank tie convention,2300,226,2074,0.09826086956521739,pr_auc,0.3524506813311441,0.2934487128074643,0.4238315524791994,1000,1000,42
REV1-20260827-c550d47d361b,e17faa968e38c7fc622349840d4b5f9f8cdbaafdefb4ec8af883a59d9b245b4b,c550d47d361b1fb3574d89de9ef6f0c1d53bd05125f7cbf85ca0c2b6a8c5e808,c4e299991ac26335258c6b0e19c85674b45cdae6e2ff1eaa1b6f0d283bf44b2c,2026-08-31T16:40:40+09:00,A,fixed_3_year_window,reduced,citations within 3 years of publication (c2_early),2018-2021,2023,P_valid_2023,outcome relabelled on a fixed window; same average-rank tie convention,2300,226,2074,0.09826086956521739,brier_score,0.07659654774043889,0.06881536648094878,0.08489706986839196,1000,1000,42
REV1-20260827-c550d47d361b,e17faa968e38c7fc622349840d4b5f9f8cdbaafdefb4ec8af883a59d9b245b4b,c550d47d361b1fb3574d89de9ef6f0c1d53bd05125f7cbf85ca0c2b6a8c5e808,c4e299991ac26335258c6b0e19c85674b45cdae6e2ff1eaa1b6f0d283bf44b2c,2026-08-31T16:40:40+09:00,A,fixed_3_year_window,reduced,citations within 3 years of publication (c2_early),2018-2021,2023,P_valid_2023,outcome relabelled on a fixed window; same average-rank tie convention,2300,226,2074,0.09826086956521739,calibration_slope,1.3564050960247747,1.1698710316003758,1.5811523066986193,1000,1000,42
REV1-20260827-c550d47d361b,e17faa968e38c7fc622349840d4b5f9f8cdbaafdefb4ec8af883a59d9b245b4b,c550d47d361b1fb3574d89de9ef6f0c1d53bd05125f7cbf85ca0c2b6a8c5e808,c4e299991ac26335258c6b0e19c85674b45cdae6e2ff1eaa1b6f0d283bf44b2c,2026-08-31T16:40:40+09:00,A,fixed_3_year_window,reduced,citations within 3 years of publication (c2_early),2018-2021,2023,P_valid_2023,outcome relabelled on a fixed window; same average-rank tie convention,2300,226,2074,0.09826086956521739,calibration_in_the_large,-0.1650703532806309,-0.31192028821595164,-0.026801570067714806,1000,1000,42
REV1-20260827-c550d47d361b,e17faa968e38c7fc622349840d4b5f9f8cdbaafdefb4ec8af883a59d9b245b4b,c550d47d361b1fb3574d89de9ef6f0c1d53bd05125f7cbf85ca0c2b6a8c5e808,c4e299991ac26335258c6b0e19c85674b45cdae6e2ff1eaa1b6f0d283bf44b2c,2026-08-31T16:40:40+09:00,A,fixed_3_year_window,label_agreement,cumulative vs fixed 3-year window,,2022,P_valid_2022,proportion of articles receiving the same label under both definitions,2074,211,1863,0.1017357762777242,label_agreement,0.9628736740597879,,,0,0,42
REV1-20260827-c550d47d361b,e17faa968e38c7fc622349840d4b5f9f8cdbaafdefb4ec8af883a59d9b245b4b,c550d47d361b1fb3574d89de9ef6f0c1d53bd05125f7cbf85ca0c2b6a8c5e808,c4e299991ac26335258c6b0e19c85674b45cdae6e2ff1eaa1b6f0d283bf44b2c,2026-08-31T16:40:40+09:00,A,fixed_3_year_window,label_agreement,cumulative vs fixed 3-year window,,2023,P_valid_2023,proportion of articles receiving the same label under both definitions,2300,238,2062,0.10347826086956521,label_agreement,0.9808695652173913,,,0,0,42
