freeze_id,plan_sha256,source_cohort_sha256,analysis_script_sha256,generated_at,model_id,model_role,predictor_set,sensitivity,algorithm,calibration_method,training_years,validation_year,population,n,events,non_events,event_rate,metric,estimate,ci_lower,ci_upper,bootstrap_requested,bootstrap_valid,random_seed,comparator,difference_direction,notes
REV1-20260827-c550d47d361b,e17faa968e38c7fc622349840d4b5f9f8cdbaafdefb4ec8af883a59d9b245b4b,c550d47d361b1fb3574d89de9ef6f0c1d53bd05125f7cbf85ca0c2b6a8c5e808,c4e299991ac26335258c6b0e19c85674b45cdae6e2ff1eaa1b6f0d283bf44b2c,2026-08-27T12:48:54+09:00,A,secondary,reduced_minus_expanded,paired_difference,histogram gradient boosting,"isotonic, 3-fold training CV",2018-2021,2022,P_valid_2022,2074,211,1863,0.1017357762777242,calibration_in_the_large,-0.022708540066166967,-0.03990443846442663,-0.0038802564864377637,1000,1000,42,expanded,reduced minus expanded,paired article-level bootstrap
REV1-20260827-c550d47d361b,e17faa968e38c7fc622349840d4b5f9f8cdbaafdefb4ec8af883a59d9b245b4b,c550d47d361b1fb3574d89de9ef6f0c1d53bd05125f7cbf85ca0c2b6a8c5e808,c4e299991ac26335258c6b0e19c85674b45cdae6e2ff1eaa1b6f0d283bf44b2c,2026-08-27T12:48:54+09:00,A,secondary,reduced_without_reference_minus_reduced,paired_difference,histogram gradient boosting,"isotonic, 3-fold training CV",2018-2021,2022,P_valid_2022,2074,211,1863,0.1017357762777242,roc_auc,-0.04406718003118859,-0.06338469770126609,-0.024638066358062902,1000,1000,42,reduced,reduced_without_reference minus reduced,paired article-level bootstrap
REV1-20260827-c550d47d361b,e17faa968e38c7fc622349840d4b5f9f8cdbaafdefb4ec8af883a59d9b245b4b,c550d47d361b1fb3574d89de9ef6f0c1d53bd05125f7cbf85ca0c2b6a8c5e808,c4e299991ac26335258c6b0e19c85674b45cdae6e2ff1eaa1b6f0d283bf44b2c,2026-08-27T12:48:54+09:00,A,secondary,reduced_without_reference_minus_reduced,paired_difference,histogram gradient boosting,"isotonic, 3-fold training CV",2018-2021,2022,P_valid_2022,2074,211,1863,0.1017357762777242,pr_auc,-0.05837574392369549,-0.09254747199724171,-0.02914743008399735,1000,1000,42,reduced,reduced_without_reference minus reduced,paired article-level bootstrap
REV1-20260827-c550d47d361b,e17faa968e38c7fc622349840d4b5f9f8cdbaafdefb4ec8af883a59d9b245b4b,c550d47d361b1fb3574d89de9ef6f0c1d53bd05125f7cbf85ca0c2b6a8c5e808,c4e299991ac26335258c6b0e19c85674b45cdae6e2ff1eaa1b6f0d283bf44b2c,2026-08-27T12:48:54+09:00,A,secondary,reduced_without_reference_minus_reduced,paired_difference,histogram gradient boosting,"isotonic, 3-fold training CV",2018-2021,2022,P_valid_2022,2074,211,1863,0.1017357762777242,brier_score,0.0038871094155935315,0.0020229959186259727,0.005891720588231209,1000,1000,42,reduced,reduced_without_reference minus reduced,paired article-level bootstrap
REV1-20260827-c550d47d361b,e17faa968e38c7fc622349840d4b5f9f8cdbaafdefb4ec8af883a59d9b245b4b,c550d47d361b1fb3574d89de9ef6f0c1d53bd05125f7cbf85ca0c2b6a8c5e808,c4e299991ac26335258c6b0e19c85674b45cdae6e2ff1eaa1b6f0d283bf44b2c,2026-08-27T12:48:54+09:00,A,secondary,reduced_without_reference_minus_reduced,paired_difference,histogram gradient boosting,"isotonic, 3-fold training CV",2018-2021,2022,P_valid_2022,2074,211,1863,0.1017357762777242,calibration_slope,-0.13361810752699532,-0.25382995971935945,-0.016752367639422266,1000,1000,42,reduced,reduced_without_reference minus reduced,paired article-level bootstrap
REV1-20260827-c550d47d361b,e17faa968e38c7fc622349840d4b5f9f8cdbaafdefb4ec8af883a59d9b245b4b,c550d47d361b1fb3574d89de9ef6f0c1d53bd05125f7cbf85ca0c2b6a8c5e808,c4e299991ac26335258c6b0e19c85674b45cdae6e2ff1eaa1b6f0d283bf44b2c,2026-08-27T12:48:54+09:00,A,secondary,reduced_without_reference_minus_reduced,paired_difference,histogram gradient boosting,"isotonic, 3-fold training CV",2018-2021,2022,P_valid_2022,2074,211,1863,0.1017357762777242,calibration_in_the_large,0.024767883094759417,0.00025654482567273785,0.048110495578977196,1000,1000,42,reduced,reduced_without_reference minus reduced,paired article-level bootstrap
REV1-20260827-c550d47d361b,e17faa968e38c7fc622349840d4b5f9f8cdbaafdefb4ec8af883a59d9b245b4b,c550d47d361b1fb3574d89de9ef6f0c1d53bd05125f7cbf85ca0c2b6a8c5e808,c4e299991ac26335258c6b0e19c85674b45cdae6e2ff1eaa1b6f0d283bf44b2c,2026-08-27T12:48:54+09:00,A,secondary,reduced_minus_expanded,paired_difference,histogram gradient boosting,"isotonic, 3-fold training CV",2018-2021,2023,P_valid_2023,2300,238,2062,0.10347826086956521,roc_auc,-0.0022730236614529886,-0.015141523433010803,0.009342041923513643,1000,1000,42,expanded,reduced minus expanded,paired article-level bootstrap
REV1-20260827-c550d47d361b,e17faa968e38c7fc622349840d4b5f9f8cdbaafdefb4ec8af883a59d9b245b4b,c550d47d361b1fb3574d89de9ef6f0c1d53bd05125f7cbf85ca0c2b6a8c5e808,c4e299991ac26335258c6b0e19c85674b45cdae6e2ff1eaa1b6f0d283bf44b2c,2026-08-27T12:48:54+09:00,A,secondary,reduced_minus_expanded,paired_difference,histogram gradient boosting,"isotonic, 3-fold training CV",2018-2021,2023,P_valid_2023,2300,238,2062,0.10347826086956521,pr_auc,0.007204131635340283,-0.014836953450588363,0.030561484686087107,1000,1000,42,expanded,reduced minus expanded,paired article-level bootstrap
REV1-20260827-c550d47d361b,e17faa968e38c7fc622349840d4b5f9f8cdbaafdefb4ec8af883a59d9b245b4b,c550d47d361b1fb3574d89de9ef6f0c1d53bd05125f7cbf85ca0c2b6a8c5e808,c4e299991ac26335258c6b0e19c85674b45cdae6e2ff1eaa1b6f0d283bf44b2c,2026-08-27T12:48:54+09:00,A,secondary,reduced_minus_expanded,paired_difference,histogram gradient boosting,"isotonic, 3-fold training CV",2018-2021,2023,P_valid_2023,2300,238,2062,0.10347826086956521,brier_score,-0.00015228556654481307,-0.0013599532575314197,0.0010736423444382493,1000,1000,42,expanded,reduced minus expanded,paired article-level bootstrap
REV1-20260827-c550d47d361b,e17faa968e38c7fc622349840d4b5f9f8cdbaafdefb4ec8af883a59d9b245b4b,c550d47d361b1fb3574d89de9ef6f0c1d53bd05125f7cbf85ca0c2b6a8c5e808,c4e299991ac26335258c6b0e19c85674b45cdae6e2ff1eaa1b6f0d283bf44b2c,2026-08-27T12:48:54+09:00,A,secondary,reduced_minus_expanded,paired_difference,histogram gradient boosting,"isotonic, 3-fold training CV",2018-2021,2023,P_valid_2023,2300,238,2062,0.10347826086956521,calibration_slope,0.07638855003204115,-0.007428575794781012,0.1544207217744403,1000,1000,42,expanded,reduced minus expanded,paired article-level bootstrap
REV1-20260827-c550d47d361b,e17faa968e38c7fc622349840d4b5f9f8cdbaafdefb4ec8af883a59d9b245b4b,c550d47d361b1fb3574d89de9ef6f0c1d53bd05125f7cbf85ca0c2b6a8c5e808,c4e299991ac26335258c6b0e19c85674b45cdae6e2ff1eaa1b6f0d283bf44b2c,2026-08-27T12:48:54+09:00,A,secondary,reduced_minus_expanded,paired_difference,histogram gradient boosting,"isotonic, 3-fold training CV",2018-2021,2023,P_valid_2023,2300,238,2062,0.10347826086956521,calibration_in_the_large,0.04140692778530591,0.024241030886128386,0.05821747613803022,1000,1000,42,expanded,reduced minus expanded,paired article-level bootstrap
REV1-20260827-c550d47d361b,e17faa968e38c7fc622349840d4b5f9f8cdbaafdefb4ec8af883a59d9b245b4b,c550d47d361b1fb3574d89de9ef6f0c1d53bd05125f7cbf85ca0c2b6a8c5e808,c4e299991ac26335258c6b0e19c85674b45cdae6e2ff1eaa1b6f0d283bf44b2c,2026-08-27T12:48:54+09:00,A,secondary,reduced_without_reference_minus_reduced,paired_difference,histogram gradient boosting,"isotonic, 3-fold training CV",2018-2021,2023,P_valid_2023,2300,238,2062,0.10347826086956521,roc_auc,-0.011986608416402422,-0.027694669927249324,0.004142420763619203,1000,1000,42,reduced,reduced_without_reference minus reduced,paired article-level bootstrap
REV1-20260827-c550d47d361b,e17faa968e38c7fc622349840d4b5f9f8cdbaafdefb4ec8af883a59d9b245b4b,c550d47d361b1fb3574d89de9ef6f0c1d53bd05125f7cbf85ca0c2b6a8c5e808,c4e299991ac26335258c6b0e19c85674b45cdae6e2ff1eaa1b6f0d283bf44b2c,2026-08-27T12:48:54+09:00,A,secondary,reduced_without_reference_minus_reduced,paired_difference,histogram gradient boosting,"isotonic, 3-fold training CV",2018-2021,2023,P_valid_2023,2300,238,2062,0.10347826086956521,pr_auc,-0.05779912581897084,-0.09164532017534585,-0.024414721008005524,1000,1000,42,reduced,reduced_without_reference minus reduced,paired article-level bootstrap
REV1-20260827-c550d47d361b,e17faa968e38c7fc622349840d4b5f9f8cdbaafdefb4ec8af883a59d9b245b4b,c550d47d361b1fb3574d89de9ef6f0c1d53bd05125f7cbf85ca0c2b6a8c5e808,c4e299991ac26335258c6b0e19c85674b45cdae6e2ff1eaa1b6f0d283bf44b2c,2026-08-27T12:48:54+09:00,A,secondary,reduced_without_reference_minus_reduced,paired_difference,histogram gradient boosting,"isotonic, 3-fold training CV",2018-2021,2023,P_valid_2023,2300,238,2062,0.10347826086956521,brier_score,0.0034175721031247663,0.0017938502704864638,0.00521880912173686,1000,1000,42,reduced,reduced_without_reference minus reduced,paired article-level bootstrap
REV1-20260827-c550d47d361b,e17faa968e38c7fc622349840d4b5f9f8cdbaafdefb4ec8af883a59d9b245b4b,c550d47d361b1fb3574d89de9ef6f0c1d53bd05125f7cbf85ca0c2b6a8c5e808,c4e299991ac26335258c6b0e19c85674b45cdae6e2ff1eaa1b6f0d283bf44b2c,2026-08-27T12:48:54+09:00,A,secondary,reduced_without_reference_minus_reduced,paired_difference,histogram gradient boosting,"isotonic, 3-fold training CV",2018-2021,2023,P_valid_2023,2300,238,2062,0.10347826086956521,calibration_slope,-0.0015630118340621557,-0.11954754050639907,0.12227067014884792,1000,1000,42,reduced,reduced_without_reference minus reduced,paired article-level bootstrap
REV1-20260827-c550d47d361b,e17faa968e38c7fc622349840d4b5f9f8cdbaafdefb4ec8af883a59d9b245b4b,c550d47d361b1fb3574d89de9ef6f0c1d53bd05125f7cbf85ca0c2b6a8c5e808,c4e299991ac26335258c6b0e19c85674b45cdae6e2ff1eaa1b6f0d283bf44b2c,2026-08-27T12:48:54+09:00,A,secondary,reduced_without_reference_minus_reduced,paired_difference,histogram gradient boosting,"isotonic, 3-fold training CV",2018-2021,2023,P_valid_2023,2300,238,2062,0.10347826086956521,calibration_in_the_large,0.03502158541295839,0.01293299428407864,0.05658624199357507,1000,1000,42,reduced,reduced_without_reference minus reduced,paired article-level bootstrap
