freeze_id,plan_sha256,source_cohort_sha256,analysis_script_sha256,generated_at,model_id,model_role,predictor_set,sensitivity,algorithm,calibration_method,training_years,validation_year,population,n,events,non_events,event_rate,metric,estimate,ci_lower,ci_upper,bootstrap_requested,bootstrap_valid,random_seed,comparator,difference_direction,notes
REV1-20260827-c550d47d361b,e17faa968e38c7fc622349840d4b5f9f8cdbaafdefb4ec8af883a59d9b245b4b,c550d47d361b1fb3574d89de9ef6f0c1d53bd05125f7cbf85ca0c2b6a8c5e808,c4e299991ac26335258c6b0e19c85674b45cdae6e2ff1eaa1b6f0d283bf44b2c,2026-08-27T12:48:54+09:00,B,primary,reduced_minus_expanded,paired_difference,histogram gradient boosting,"isotonic, 3-fold training CV",2018-2021,2023,P_valid_2023,2300,572,1728,0.24869565217391304,roc_auc,-0.005337833462833341,-0.01430679812646377,0.0036811293199824104,1000,1000,42,expanded,reduced minus expanded,paired article-level bootstrap
REV1-20260827-c550d47d361b,e17faa968e38c7fc622349840d4b5f9f8cdbaafdefb4ec8af883a59d9b245b4b,c550d47d361b1fb3574d89de9ef6f0c1d53bd05125f7cbf85ca0c2b6a8c5e808,c4e299991ac26335258c6b0e19c85674b45cdae6e2ff1eaa1b6f0d283bf44b2c,2026-08-27T12:48:54+09:00,B,primary,reduced_minus_expanded,paired_difference,histogram gradient boosting,"isotonic, 3-fold training CV",2018-2021,2023,P_valid_2023,2300,572,1728,0.24869565217391304,pr_auc,0.006764928433185158,-0.010274412526342386,0.022247758194975483,1000,1000,42,expanded,reduced minus expanded,paired article-level bootstrap
REV1-20260827-c550d47d361b,e17faa968e38c7fc622349840d4b5f9f8cdbaafdefb4ec8af883a59d9b245b4b,c550d47d361b1fb3574d89de9ef6f0c1d53bd05125f7cbf85ca0c2b6a8c5e808,c4e299991ac26335258c6b0e19c85674b45cdae6e2ff1eaa1b6f0d283bf44b2c,2026-08-27T12:48:54+09:00,B,primary,reduced_minus_expanded,paired_difference,histogram gradient boosting,"isotonic, 3-fold training CV",2018-2021,2023,P_valid_2023,2300,572,1728,0.24869565217391304,brier_score,0.0003478361855562273,-0.0013949246958849235,0.0021336498250933097,1000,1000,42,expanded,reduced minus expanded,paired article-level bootstrap
REV1-20260827-c550d47d361b,e17faa968e38c7fc622349840d4b5f9f8cdbaafdefb4ec8af883a59d9b245b4b,c550d47d361b1fb3574d89de9ef6f0c1d53bd05125f7cbf85ca0c2b6a8c5e808,c4e299991ac26335258c6b0e19c85674b45cdae6e2ff1eaa1b6f0d283bf44b2c,2026-08-27T12:48:54+09:00,B,primary,reduced_minus_expanded,paired_difference,histogram gradient boosting,"isotonic, 3-fold training CV",2018-2021,2023,P_valid_2023,2300,572,1728,0.24869565217391304,calibration_slope,0.09720193171208957,0.03108128729171696,0.1636977649949393,1000,1000,42,expanded,reduced minus expanded,paired article-level bootstrap
REV1-20260827-c550d47d361b,e17faa968e38c7fc622349840d4b5f9f8cdbaafdefb4ec8af883a59d9b245b4b,c550d47d361b1fb3574d89de9ef6f0c1d53bd05125f7cbf85ca0c2b6a8c5e808,c4e299991ac26335258c6b0e19c85674b45cdae6e2ff1eaa1b6f0d283bf44b2c,2026-08-27T12:48:54+09:00,B,primary,reduced_minus_expanded,paired_difference,histogram gradient boosting,"isotonic, 3-fold training CV",2018-2021,2023,P_valid_2023,2300,572,1728,0.24869565217391304,calibration_in_the_large,0.027240338184492868,0.016124245975883005,0.03844286619089841,1000,1000,42,expanded,reduced minus expanded,paired article-level bootstrap
REV1-20260827-c550d47d361b,e17faa968e38c7fc622349840d4b5f9f8cdbaafdefb4ec8af883a59d9b245b4b,c550d47d361b1fb3574d89de9ef6f0c1d53bd05125f7cbf85ca0c2b6a8c5e808,c4e299991ac26335258c6b0e19c85674b45cdae6e2ff1eaa1b6f0d283bf44b2c,2026-08-27T12:48:54+09:00,B,primary,reduced_without_reference_minus_reduced,paired_difference,histogram gradient boosting,"isotonic, 3-fold training CV",2018-2021,2023,P_valid_2023,2300,572,1728,0.24869565217391304,roc_auc,-0.019643045033670092,-0.033956483885878457,-0.0057040951088302835,1000,1000,42,reduced,reduced_without_reference minus reduced,paired article-level bootstrap
REV1-20260827-c550d47d361b,e17faa968e38c7fc622349840d4b5f9f8cdbaafdefb4ec8af883a59d9b245b4b,c550d47d361b1fb3574d89de9ef6f0c1d53bd05125f7cbf85ca0c2b6a8c5e808,c4e299991ac26335258c6b0e19c85674b45cdae6e2ff1eaa1b6f0d283bf44b2c,2026-08-27T12:48:54+09:00,B,primary,reduced_without_reference_minus_reduced,paired_difference,histogram gradient boosting,"isotonic, 3-fold training CV",2018-2021,2023,P_valid_2023,2300,572,1728,0.24869565217391304,pr_auc,-0.037798513910969334,-0.05720564117607137,-0.018355720719468328,1000,1000,42,reduced,reduced_without_reference minus reduced,paired article-level bootstrap
REV1-20260827-c550d47d361b,e17faa968e38c7fc622349840d4b5f9f8cdbaafdefb4ec8af883a59d9b245b4b,c550d47d361b1fb3574d89de9ef6f0c1d53bd05125f7cbf85ca0c2b6a8c5e808,c4e299991ac26335258c6b0e19c85674b45cdae6e2ff1eaa1b6f0d283bf44b2c,2026-08-27T12:48:54+09:00,B,primary,reduced_without_reference_minus_reduced,paired_difference,histogram gradient boosting,"isotonic, 3-fold training CV",2018-2021,2023,P_valid_2023,2300,572,1728,0.24869565217391304,brier_score,0.004320340038286324,0.0020448219654205743,0.006572962649139619,1000,1000,42,reduced,reduced_without_reference minus reduced,paired article-level bootstrap
REV1-20260827-c550d47d361b,e17faa968e38c7fc622349840d4b5f9f8cdbaafdefb4ec8af883a59d9b245b4b,c550d47d361b1fb3574d89de9ef6f0c1d53bd05125f7cbf85ca0c2b6a8c5e808,c4e299991ac26335258c6b0e19c85674b45cdae6e2ff1eaa1b6f0d283bf44b2c,2026-08-27T12:48:54+09:00,B,primary,reduced_without_reference_minus_reduced,paired_difference,histogram gradient boosting,"isotonic, 3-fold training CV",2018-2021,2023,P_valid_2023,2300,572,1728,0.24869565217391304,calibration_slope,-0.05674966450651553,-0.15315864282793837,0.03857668746529748,1000,1000,42,reduced,reduced_without_reference minus reduced,paired article-level bootstrap
REV1-20260827-c550d47d361b,e17faa968e38c7fc622349840d4b5f9f8cdbaafdefb4ec8af883a59d9b245b4b,c550d47d361b1fb3574d89de9ef6f0c1d53bd05125f7cbf85ca0c2b6a8c5e808,c4e299991ac26335258c6b0e19c85674b45cdae6e2ff1eaa1b6f0d283bf44b2c,2026-08-27T12:48:54+09:00,B,primary,reduced_without_reference_minus_reduced,paired_difference,histogram gradient boosting,"isotonic, 3-fold training CV",2018-2021,2023,P_valid_2023,2300,572,1728,0.24869565217391304,calibration_in_the_large,0.005083036908198391,-0.01016476726157337,0.01923628171938902,1000,1000,42,reduced,reduced_without_reference minus reduced,paired article-level bootstrap
REV1-20260827-c550d47d361b,e17faa968e38c7fc622349840d4b5f9f8cdbaafdefb4ec8af883a59d9b245b4b,c550d47d361b1fb3574d89de9ef6f0c1d53bd05125f7cbf85ca0c2b6a8c5e808,c4e299991ac26335258c6b0e19c85674b45cdae6e2ff1eaa1b6f0d283bf44b2c,2026-08-27T12:48:54+09:00,A,secondary,reduced,primary,histogram gradient boosting,"isotonic, 3-fold training CV",2018-2021,2022,P_valid_2022,2074,211,1863,0.1017357762777242,roc_auc,0.799158214468332,0.7675018812663156,0.8272784432651202,1000,1000,42,,,separate held-out-year evaluation
REV1-20260827-c550d47d361b,e17faa968e38c7fc622349840d4b5f9f8cdbaafdefb4ec8af883a59d9b245b4b,c550d47d361b1fb3574d89de9ef6f0c1d53bd05125f7cbf85ca0c2b6a8c5e808,c4e299991ac26335258c6b0e19c85674b45cdae6e2ff1eaa1b6f0d283bf44b2c,2026-08-27T12:48:54+09:00,A,secondary,reduced,primary,histogram gradient boosting,"isotonic, 3-fold training CV",2018-2021,2022,P_valid_2022,2074,211,1863,0.1017357762777242,pr_auc,0.308290276246084,0.26055189869533796,0.3735118406843212,1000,1000,42,,,separate held-out-year evaluation
REV1-20260827-c550d47d361b,e17faa968e38c7fc622349840d4b5f9f8cdbaafdefb4ec8af883a59d9b245b4b,c550d47d361b1fb3574d89de9ef6f0c1d53bd05125f7cbf85ca0c2b6a8c5e808,c4e299991ac26335258c6b0e19c85674b45cdae6e2ff1eaa1b6f0d283bf44b2c,2026-08-27T12:48:54+09:00,A,secondary,reduced,primary,histogram gradient boosting,"isotonic, 3-fold training CV",2018-2021,2022,P_valid_2022,2074,211,1863,0.1017357762777242,brier_score,0.0806266707603675,0.07216468645516962,0.08938542786327645,1000,1000,42,,,separate held-out-year evaluation
REV1-20260827-c550d47d361b,e17faa968e38c7fc622349840d4b5f9f8cdbaafdefb4ec8af883a59d9b245b4b,c550d47d361b1fb3574d89de9ef6f0c1d53bd05125f7cbf85ca0c2b6a8c5e808,c4e299991ac26335258c6b0e19c85674b45cdae6e2ff1eaa1b6f0d283bf44b2c,2026-08-27T12:48:54+09:00,A,secondary,reduced,primary,histogram gradient boosting,"isotonic, 3-fold training CV",2018-2021,2022,P_valid_2022,2074,211,1863,0.1017357762777242,calibration_slope,1.1892081714073333,1.0112906848340049,1.3749538798539587,1000,1000,42,,,separate held-out-year evaluation
REV1-20260827-c550d47d361b,e17faa968e38c7fc622349840d4b5f9f8cdbaafdefb4ec8af883a59d9b245b4b,c550d47d361b1fb3574d89de9ef6f0c1d53bd05125f7cbf85ca0c2b6a8c5e808,c4e299991ac26335258c6b0e19c85674b45cdae6e2ff1eaa1b6f0d283bf44b2c,2026-08-27T12:48:54+09:00,A,secondary,reduced,primary,histogram gradient boosting,"isotonic, 3-fold training CV",2018-2021,2022,P_valid_2022,2074,211,1863,0.1017357762777242,calibration_in_the_large,-0.014102075961122763,-0.16076484851554365,0.12849733586775033,1000,1000,42,,,separate held-out-year evaluation
REV1-20260827-c550d47d361b,e17faa968e38c7fc622349840d4b5f9f8cdbaafdefb4ec8af883a59d9b245b4b,c550d47d361b1fb3574d89de9ef6f0c1d53bd05125f7cbf85ca0c2b6a8c5e808,c4e299991ac26335258c6b0e19c85674b45cdae6e2ff1eaa1b6f0d283bf44b2c,2026-08-27T12:48:54+09:00,A,secondary,reduced,primary,histogram gradient boosting,"isotonic, 3-fold training CV",2018-2021,2023,P_valid_2023,2300,238,2062,0.10347826086956521,roc_auc,0.8130252100840336,0.7856961257697709,0.8404622598566616,1000,1000,42,,,separate held-out-year evaluation
REV1-20260827-c550d47d361b,e17faa968e38c7fc622349840d4b5f9f8cdbaafdefb4ec8af883a59d9b245b4b,c550d47d361b1fb3574d89de9ef6f0c1d53bd05125f7cbf85ca0c2b6a8c5e808,c4e299991ac26335258c6b0e19c85674b45cdae6e2ff1eaa1b6f0d283bf44b2c,2026-08-27T12:48:54+09:00,A,secondary,reduced,primary,histogram gradient boosting,"isotonic, 3-fold training CV",2018-2021,2023,P_valid_2023,2300,238,2062,0.10347826086956521,pr_auc,0.3802688004956081,0.31956309473010014,0.4510462115382258,1000,1000,42,,,separate held-out-year evaluation
REV1-20260827-c550d47d361b,e17faa968e38c7fc622349840d4b5f9f8cdbaafdefb4ec8af883a59d9b245b4b,c550d47d361b1fb3574d89de9ef6f0c1d53bd05125f7cbf85ca0c2b6a8c5e808,c4e299991ac26335258c6b0e19c85674b45cdae6e2ff1eaa1b6f0d283bf44b2c,2026-08-27T12:48:54+09:00,A,secondary,reduced,primary,histogram gradient boosting,"isotonic, 3-fold training CV",2018-2021,2023,P_valid_2023,2300,238,2062,0.10347826086956521,brier_score,0.078344249341046,0.07038745179774712,0.08704436587171308,1000,1000,42,,,separate held-out-year evaluation
REV1-20260827-c550d47d361b,e17faa968e38c7fc622349840d4b5f9f8cdbaafdefb4ec8af883a59d9b245b4b,c550d47d361b1fb3574d89de9ef6f0c1d53bd05125f7cbf85ca0c2b6a8c5e808,c4e299991ac26335258c6b0e19c85674b45cdae6e2ff1eaa1b6f0d283bf44b2c,2026-08-27T12:48:54+09:00,A,secondary,reduced,primary,histogram gradient boosting,"isotonic, 3-fold training CV",2018-2021,2023,P_valid_2023,2300,238,2062,0.10347826086956521,calibration_slope,1.3844521969454677,1.2154114062510766,1.5849521045745514,1000,1000,42,,,separate held-out-year evaluation
REV1-20260827-c550d47d361b,e17faa968e38c7fc622349840d4b5f9f8cdbaafdefb4ec8af883a59d9b245b4b,c550d47d361b1fb3574d89de9ef6f0c1d53bd05125f7cbf85ca0c2b6a8c5e808,c4e299991ac26335258c6b0e19c85674b45cdae6e2ff1eaa1b6f0d283bf44b2c,2026-08-27T12:48:54+09:00,A,secondary,reduced,primary,histogram gradient boosting,"isotonic, 3-fold training CV",2018-2021,2023,P_valid_2023,2300,238,2062,0.10347826086956521,calibration_in_the_large,-0.03187665552844531,-0.1790828504809629,0.1001684605638393,1000,1000,42,,,separate held-out-year evaluation
REV1-20260827-c550d47d361b,e17faa968e38c7fc622349840d4b5f9f8cdbaafdefb4ec8af883a59d9b245b4b,c550d47d361b1fb3574d89de9ef6f0c1d53bd05125f7cbf85ca0c2b6a8c5e808,c4e299991ac26335258c6b0e19c85674b45cdae6e2ff1eaa1b6f0d283bf44b2c,2026-08-27T12:48:54+09:00,A,secondary,expanded,comparator,histogram gradient boosting,"isotonic, 3-fold training CV",2018-2021,2022,P_valid_2022,2074,211,1863,0.1017357762777242,roc_auc,0.8060001068449452,0.7744071449279923,0.8341806202125026,1000,1000,42,,,separate held-out-year evaluation
REV1-20260827-c550d47d361b,e17faa968e38c7fc622349840d4b5f9f8cdbaafdefb4ec8af883a59d9b245b4b,c550d47d361b1fb3574d89de9ef6f0c1d53bd05125f7cbf85ca0c2b6a8c5e808,c4e299991ac26335258c6b0e19c85674b45cdae6e2ff1eaa1b6f0d283bf44b2c,2026-08-27T12:48:54+09:00,A,secondary,expanded,comparator,histogram gradient boosting,"isotonic, 3-fold training CV",2018-2021,2022,P_valid_2022,2074,211,1863,0.1017357762777242,pr_auc,0.30570945987101805,0.2583911027564718,0.3675088484277295,1000,1000,42,,,separate held-out-year evaluation
REV1-20260827-c550d47d361b,e17faa968e38c7fc622349840d4b5f9f8cdbaafdefb4ec8af883a59d9b245b4b,c550d47d361b1fb3574d89de9ef6f0c1d53bd05125f7cbf85ca0c2b6a8c5e808,c4e299991ac26335258c6b0e19c85674b45cdae6e2ff1eaa1b6f0d283bf44b2c,2026-08-27T12:48:54+09:00,A,secondary,expanded,comparator,histogram gradient boosting,"isotonic, 3-fold training CV",2018-2021,2022,P_valid_2022,2074,211,1863,0.1017357762777242,brier_score,0.08047216631318202,0.07208798582989674,0.08901393601636168,1000,1000,42,,,separate held-out-year evaluation
REV1-20260827-c550d47d361b,e17faa968e38c7fc622349840d4b5f9f8cdbaafdefb4ec8af883a59d9b245b4b,c550d47d361b1fb3574d89de9ef6f0c1d53bd05125f7cbf85ca0c2b6a8c5e808,c4e299991ac26335258c6b0e19c85674b45cdae6e2ff1eaa1b6f0d283bf44b2c,2026-08-27T12:48:54+09:00,A,secondary,expanded,comparator,histogram gradient boosting,"isotonic, 3-fold training CV",2018-2021,2022,P_valid_2022,2074,211,1863,0.1017357762777242,calibration_slope,1.1605603308556995,1.0048569148860647,1.3276694410477548,1000,1000,42,,,separate held-out-year evaluation
REV1-20260827-c550d47d361b,e17faa968e38c7fc622349840d4b5f9f8cdbaafdefb4ec8af883a59d9b245b4b,c550d47d361b1fb3574d89de9ef6f0c1d53bd05125f7cbf85ca0c2b6a8c5e808,c4e299991ac26335258c6b0e19c85674b45cdae6e2ff1eaa1b6f0d283bf44b2c,2026-08-27T12:48:54+09:00,A,secondary,expanded,comparator,histogram gradient boosting,"isotonic, 3-fold training CV",2018-2021,2022,P_valid_2022,2074,211,1863,0.1017357762777242,calibration_in_the_large,0.008606464105044205,-0.14184885635871602,0.14958077800353564,1000,1000,42,,,separate held-out-year evaluation
REV1-20260827-c550d47d361b,e17faa968e38c7fc622349840d4b5f9f8cdbaafdefb4ec8af883a59d9b245b4b,c550d47d361b1fb3574d89de9ef6f0c1d53bd05125f7cbf85ca0c2b6a8c5e808,c4e299991ac26335258c6b0e19c85674b45cdae6e2ff1eaa1b6f0d283bf44b2c,2026-08-27T12:48:54+09:00,A,secondary,expanded,comparator,histogram gradient boosting,"isotonic, 3-fold training CV",2018-2021,2023,P_valid_2023,2300,238,2062,0.10347826086956521,roc_auc,0.8152982337454866,0.7882719754794799,0.8406905754308801,1000,1000,42,,,separate held-out-year evaluation
REV1-20260827-c550d47d361b,e17faa968e38c7fc622349840d4b5f9f8cdbaafdefb4ec8af883a59d9b245b4b,c550d47d361b1fb3574d89de9ef6f0c1d53bd05125f7cbf85ca0c2b6a8c5e808,c4e299991ac26335258c6b0e19c85674b45cdae6e2ff1eaa1b6f0d283bf44b2c,2026-08-27T12:48:54+09:00,A,secondary,expanded,comparator,histogram gradient boosting,"isotonic, 3-fold training CV",2018-2021,2023,P_valid_2023,2300,238,2062,0.10347826086956521,pr_auc,0.3730646688602678,0.314639123907168,0.44083599583593397,1000,1000,42,,,separate held-out-year evaluation
REV1-20260827-c550d47d361b,e17faa968e38c7fc622349840d4b5f9f8cdbaafdefb4ec8af883a59d9b245b4b,c550d47d361b1fb3574d89de9ef6f0c1d53bd05125f7cbf85ca0c2b6a8c5e808,c4e299991ac26335258c6b0e19c85674b45cdae6e2ff1eaa1b6f0d283bf44b2c,2026-08-27T12:48:54+09:00,A,secondary,expanded,comparator,histogram gradient boosting,"isotonic, 3-fold training CV",2018-2021,2023,P_valid_2023,2300,238,2062,0.10347826086956521,brier_score,0.07849653490759081,0.07066983344435836,0.08651026453658196,1000,1000,42,,,separate held-out-year evaluation
REV1-20260827-c550d47d361b,e17faa968e38c7fc622349840d4b5f9f8cdbaafdefb4ec8af883a59d9b245b4b,c550d47d361b1fb3574d89de9ef6f0c1d53bd05125f7cbf85ca0c2b6a8c5e808,c4e299991ac26335258c6b0e19c85674b45cdae6e2ff1eaa1b6f0d283bf44b2c,2026-08-27T12:48:54+09:00,A,secondary,expanded,comparator,histogram gradient boosting,"isotonic, 3-fold training CV",2018-2021,2023,P_valid_2023,2300,238,2062,0.10347826086956521,calibration_slope,1.3080636469134266,1.150416509045325,1.4830411115006354,1000,1000,42,,,separate held-out-year evaluation
REV1-20260827-c550d47d361b,e17faa968e38c7fc622349840d4b5f9f8cdbaafdefb4ec8af883a59d9b245b4b,c550d47d361b1fb3574d89de9ef6f0c1d53bd05125f7cbf85ca0c2b6a8c5e808,c4e299991ac26335258c6b0e19c85674b45cdae6e2ff1eaa1b6f0d283bf44b2c,2026-08-27T12:48:54+09:00,A,secondary,expanded,comparator,histogram gradient boosting,"isotonic, 3-fold training CV",2018-2021,2023,P_valid_2023,2300,238,2062,0.10347826086956521,calibration_in_the_large,-0.07328358331375122,-0.21602015434466265,0.06303377703232356,1000,1000,42,,,separate held-out-year evaluation
REV1-20260827-c550d47d361b,e17faa968e38c7fc622349840d4b5f9f8cdbaafdefb4ec8af883a59d9b245b4b,c550d47d361b1fb3574d89de9ef6f0c1d53bd05125f7cbf85ca0c2b6a8c5e808,c4e299991ac26335258c6b0e19c85674b45cdae6e2ff1eaa1b6f0d283bf44b2c,2026-08-27T12:48:54+09:00,A,secondary,reduced_without_reference,without_reference,histogram gradient boosting,"isotonic, 3-fold training CV",2018-2021,2022,P_valid_2022,2074,211,1863,0.1017357762777242,roc_auc,0.7550910344371434,0.7212424476947287,0.7878961602569976,1000,1000,42,,,separate held-out-year evaluation
REV1-20260827-c550d47d361b,e17faa968e38c7fc622349840d4b5f9f8cdbaafdefb4ec8af883a59d9b245b4b,c550d47d361b1fb3574d89de9ef6f0c1d53bd05125f7cbf85ca0c2b6a8c5e808,c4e299991ac26335258c6b0e19c85674b45cdae6e2ff1eaa1b6f0d283bf44b2c,2026-08-27T12:48:54+09:00,A,secondary,reduced_without_reference,without_reference,histogram gradient boosting,"isotonic, 3-fold training CV",2018-2021,2022,P_valid_2022,2074,211,1863,0.1017357762777242,pr_auc,0.24991453232238853,0.20861557410221876,0.30681666740416397,1000,1000,42,,,separate held-out-year evaluation
REV1-20260827-c550d47d361b,e17faa968e38c7fc622349840d4b5f9f8cdbaafdefb4ec8af883a59d9b245b4b,c550d47d361b1fb3574d89de9ef6f0c1d53bd05125f7cbf85ca0c2b6a8c5e808,c4e299991ac26335258c6b0e19c85674b45cdae6e2ff1eaa1b6f0d283bf44b2c,2026-08-27T12:48:54+09:00,A,secondary,reduced_without_reference,without_reference,histogram gradient boosting,"isotonic, 3-fold training CV",2018-2021,2022,P_valid_2022,2074,211,1863,0.1017357762777242,brier_score,0.08451378017596103,0.0757946082538119,0.09366370231638482,1000,1000,42,,,separate held-out-year evaluation
REV1-20260827-c550d47d361b,e17faa968e38c7fc622349840d4b5f9f8cdbaafdefb4ec8af883a59d9b245b4b,c550d47d361b1fb3574d89de9ef6f0c1d53bd05125f7cbf85ca0c2b6a8c5e808,c4e299991ac26335258c6b0e19c85674b45cdae6e2ff1eaa1b6f0d283bf44b2c,2026-08-27T12:48:54+09:00,A,secondary,reduced_without_reference,without_reference,histogram gradient boosting,"isotonic, 3-fold training CV",2018-2021,2022,P_valid_2022,2074,211,1863,0.1017357762777242,calibration_slope,1.055590063880338,0.8825096648176195,1.2615556087960962,1000,1000,42,,,separate held-out-year evaluation
REV1-20260827-c550d47d361b,e17faa968e38c7fc622349840d4b5f9f8cdbaafdefb4ec8af883a59d9b245b4b,c550d47d361b1fb3574d89de9ef6f0c1d53bd05125f7cbf85ca0c2b6a8c5e808,c4e299991ac26335258c6b0e19c85674b45cdae6e2ff1eaa1b6f0d283bf44b2c,2026-08-27T12:48:54+09:00,A,secondary,reduced_without_reference,without_reference,histogram gradient boosting,"isotonic, 3-fold training CV",2018-2021,2022,P_valid_2022,2074,211,1863,0.1017357762777242,calibration_in_the_large,0.010665807133636653,-0.1335167835574326,0.1530002371054795,1000,1000,42,,,separate held-out-year evaluation
REV1-20260827-c550d47d361b,e17faa968e38c7fc622349840d4b5f9f8cdbaafdefb4ec8af883a59d9b245b4b,c550d47d361b1fb3574d89de9ef6f0c1d53bd05125f7cbf85ca0c2b6a8c5e808,c4e299991ac26335258c6b0e19c85674b45cdae6e2ff1eaa1b6f0d283bf44b2c,2026-08-27T12:48:54+09:00,A,secondary,reduced_without_reference,without_reference,histogram gradient boosting,"isotonic, 3-fold training CV",2018-2021,2023,P_valid_2023,2300,238,2062,0.10347826086956521,roc_auc,0.8010386016676312,0.7737506313099051,0.8282603230628692,1000,1000,42,,,separate held-out-year evaluation
REV1-20260827-c550d47d361b,e17faa968e38c7fc622349840d4b5f9f8cdbaafdefb4ec8af883a59d9b245b4b,c550d47d361b1fb3574d89de9ef6f0c1d53bd05125f7cbf85ca0c2b6a8c5e808,c4e299991ac26335258c6b0e19c85674b45cdae6e2ff1eaa1b6f0d283bf44b2c,2026-08-27T12:48:54+09:00,A,secondary,reduced_without_reference,without_reference,histogram gradient boosting,"isotonic, 3-fold training CV",2018-2021,2023,P_valid_2023,2300,238,2062,0.10347826086956521,pr_auc,0.32246967467663723,0.27150185073579025,0.39312237023433727,1000,1000,42,,,separate held-out-year evaluation
REV1-20260827-c550d47d361b,e17faa968e38c7fc622349840d4b5f9f8cdbaafdefb4ec8af883a59d9b245b4b,c550d47d361b1fb3574d89de9ef6f0c1d53bd05125f7cbf85ca0c2b6a8c5e808,c4e299991ac26335258c6b0e19c85674b45cdae6e2ff1eaa1b6f0d283bf44b2c,2026-08-27T12:48:54+09:00,A,secondary,reduced_without_reference,without_reference,histogram gradient boosting,"isotonic, 3-fold training CV",2018-2021,2023,P_valid_2023,2300,238,2062,0.10347826086956521,brier_score,0.08176182144417077,0.07336918358874549,0.09067644974214309,1000,1000,42,,,separate held-out-year evaluation
REV1-20260827-c550d47d361b,e17faa968e38c7fc622349840d4b5f9f8cdbaafdefb4ec8af883a59d9b245b4b,c550d47d361b1fb3574d89de9ef6f0c1d53bd05125f7cbf85ca0c2b6a8c5e808,c4e299991ac26335258c6b0e19c85674b45cdae6e2ff1eaa1b6f0d283bf44b2c,2026-08-27T12:48:54+09:00,A,secondary,reduced_without_reference,without_reference,histogram gradient boosting,"isotonic, 3-fold training CV",2018-2021,2023,P_valid_2023,2300,238,2062,0.10347826086956521,calibration_slope,1.3828891851114056,1.205952758567694,1.58942178041002,1000,1000,42,,,separate held-out-year evaluation
REV1-20260827-c550d47d361b,e17faa968e38c7fc622349840d4b5f9f8cdbaafdefb4ec8af883a59d9b245b4b,c550d47d361b1fb3574d89de9ef6f0c1d53bd05125f7cbf85ca0c2b6a8c5e808,c4e299991ac26335258c6b0e19c85674b45cdae6e2ff1eaa1b6f0d283bf44b2c,2026-08-27T12:48:54+09:00,A,secondary,reduced_without_reference,without_reference,histogram gradient boosting,"isotonic, 3-fold training CV",2018-2021,2023,P_valid_2023,2300,238,2062,0.10347826086956521,calibration_in_the_large,0.0031449298845130755,-0.14646356188310003,0.13802764905139853,1000,1000,42,,,separate held-out-year evaluation
REV1-20260827-c550d47d361b,e17faa968e38c7fc622349840d4b5f9f8cdbaafdefb4ec8af883a59d9b245b4b,c550d47d361b1fb3574d89de9ef6f0c1d53bd05125f7cbf85ca0c2b6a8c5e808,c4e299991ac26335258c6b0e19c85674b45cdae6e2ff1eaa1b6f0d283bf44b2c,2026-08-27T12:48:54+09:00,A,secondary,reduced_minus_expanded,paired_difference,histogram gradient boosting,"isotonic, 3-fold training CV",2018-2021,2022,P_valid_2022,2074,211,1863,0.1017357762777242,roc_auc,-0.006841892376613146,-0.01992556364593262,0.005021961086001319,1000,1000,42,expanded,reduced minus expanded,paired article-level bootstrap
REV1-20260827-c550d47d361b,e17faa968e38c7fc622349840d4b5f9f8cdbaafdefb4ec8af883a59d9b245b4b,c550d47d361b1fb3574d89de9ef6f0c1d53bd05125f7cbf85ca0c2b6a8c5e808,c4e299991ac26335258c6b0e19c85674b45cdae6e2ff1eaa1b6f0d283bf44b2c,2026-08-27T12:48:54+09:00,A,secondary,reduced_minus_expanded,paired_difference,histogram gradient boosting,"isotonic, 3-fold training CV",2018-2021,2022,P_valid_2022,2074,211,1863,0.1017357762777242,pr_auc,0.002580816375065964,-0.017178224028416282,0.024452954615512664,1000,1000,42,expanded,reduced minus expanded,paired article-level bootstrap
REV1-20260827-c550d47d361b,e17faa968e38c7fc622349840d4b5f9f8cdbaafdefb4ec8af883a59d9b245b4b,c550d47d361b1fb3574d89de9ef6f0c1d53bd05125f7cbf85ca0c2b6a8c5e808,c4e299991ac26335258c6b0e19c85674b45cdae6e2ff1eaa1b6f0d283bf44b2c,2026-08-27T12:48:54+09:00,A,secondary,reduced_minus_expanded,paired_difference,histogram gradient boosting,"isotonic, 3-fold training CV",2018-2021,2022,P_valid_2022,2074,211,1863,0.1017357762777242,brier_score,0.00015450444718548284,-0.001063136264095588,0.0013483365075495578,1000,1000,42,expanded,reduced minus expanded,paired article-level bootstrap
REV1-20260827-c550d47d361b,e17faa968e38c7fc622349840d4b5f9f8cdbaafdefb4ec8af883a59d9b245b4b,c550d47d361b1fb3574d89de9ef6f0c1d53bd05125f7cbf85ca0c2b6a8c5e808,c4e299991ac26335258c6b0e19c85674b45cdae6e2ff1eaa1b6f0d283bf44b2c,2026-08-27T12:48:54+09:00,A,secondary,reduced_minus_expanded,paired_difference,histogram gradient boosting,"isotonic, 3-fold training CV",2018-2021,2022,P_valid_2022,2074,211,1863,0.1017357762777242,calibration_slope,0.02864784055163372,-0.05720375972186688,0.11350417854366394,1000,1000,42,expanded,reduced minus expanded,paired article-level bootstrap
